ilkHamle,ikinciHamle,ucuncuHamle,dorduncuHamle,besinciHamle,altinciHamle,yedinciHamle,sekizinciHamle,dokuzuncuHamle,onuncuHamle,sonuc 
e4,Nb6,Nb3,e5,d4,exd4,Nxd4,Ne6,Nb3,g6,1
Nfe3,c5,O-O,b5,c4,Qc7,g3,bxc4,Qxc4,Ng6,-1
c4,Nfe6,Ng3,c5,b3,b6,Ne3,f6,O-O,O-O,-1
d3,d6,Qa5,Nb6,Be3,Nf6,Nf3,Ra8,O-O,Qa4,-1
d3,Nb6,Qa5,d6,Be3,Nf6,Nf3,c5,Qxa7,Kc7,1
Nf3,f5,d4,Nf6,Nd3,e6,O-O-O,Nb6,Kb1,O-O-O,1
Nf3,Nf6,d4,Nd6,e3,O-O-O,Nd3,Nde4,Be2,e6,1
Nc3,d5,O-O,c5,g3,e6,d3,O-O,e4,Bc6,-1
c4,O-O,d4,Nc6,Na3,d6,O-O,e5,dxe5,Nxe5,-1
Nd3,c6,a4,f5,f3,e5,Ra3,d5,e4,f4,-1
c3,Nd6,f4,f6,e4,c6,d4,e5,fxe5,fxe5,-1
Nb3,Nc6,e4,e5,f4,exf4,d4,Nb6,d5,Ne5,0
Nc3,Nb6,d4,f5,f3,Bc4,b3,Bf7,e4,e6,-1
e4,Nc6,Nc3,e6,Qh5,h6,Ng3,f5,Qf3,fxe4,1
e3,Ng6,f4,e6,c4,Nc6,Nc3,b6,g4,d5,0
Nc3,e5,Nd3,d5,e3,Qe6,Be2,b6,a4,c5,-1
e4,Nc6,d4,e6,Nc3,Nd6,Qe3,Be7,d5,Nb4,0
Nab3,d5,d4,Bb5,Bb4,Nab6,h4,c6,Nd3,Bxd3,-1
e4,Nab6,c4,e5,Be2,Be7,Nab3,c5,O-O,O-O,-1
Nd3,Nd6,Nc3,f5,f4,g6,g3,c6,a4,Qc7,0
f4,Nd6,f5,g6,Ne3,Nc6,g4,a5,c3,Bg7,-1
c4,e6,Nf3,d5,cxd5,exd5,Nc2,Nf6,b3,c6,-1
e4,d5,e5,f6,d4,fxe5,dxe5,Nb6,Qe2,c6,1
e3,g5,h4,g4,Ned3,Ncd6,Be2,b6,f3,h5,-1
e3,e6,b4,Nf6,Nf3,Nd6,Be2,Be7,Ne5,Nfe4,-1
Ng3,f5,c4,Bg6,e3,Qf6,d4,c6,Nb3,b6,0
f4,Ng6,Qf3,c6,Bg3,f5,c3,Nd6,Bc2,Qf6,-1
Ne3,c5,Ng3,e6,b3,f5,Nc4,Nfg6,e4,b5,-1
c4,b6,Nhg3,c5,b3,Nhg6,f3,Ne6,Ne3,f6,-1
b3,c5,c4,Ne6,Ng3,f6,Nc3,Qf7,Be4,O-O,0
c4,Ng6,b3,Ne6,g3,f5,f4,a6,e4,fxe4,1
e3,e6,Qh5,Ng6,Ng3,Qh4,Qxh4,Nxh4,Nc3,f5,1
e3,Ng6,Qh5,e6,Bd3,Bd6,Ng3,O-O,Na3,Nc6,-1
f4,f5,Nb3,b6,c4,Qa6,d3,Qxa2,Qc2,Qa6,1
f4,Nb6,g3,f5,b3,g6,c4,d6,Nc2,c5,1
Nb3,f5,Nc3,Nb6,O-O-O,g5,g3,f4,h4,gxh4,1
f4,Nb6,f5,Nc6,g4,g5,h4,f6,Nc3,h5,1
Nb3,Nb6,Ng3,d5,d4,e6,e3,f5,Bc3,g5,0
f3,Nb6,e4,e6,Bg3,d5,Nb3,Ng6,e5,h5,-1
g3,Ne6,b3,c5,Ne3,Nc6,Nc3,Ned4,Ncd5,e6,-1
Ng3,Ne6,d4,d5,O-O,b6,c4,dxc4,Qxc4,Qa6,-1
c4,c5,Nc3,e6,h4,f5,h5,Nf7,Bc2,Be5,1
Ng3,c5,c4,Ng6,e3,Nc6,O-O,e6,f4,O-O,1
b3,b5,Nf3,d6,c4,e5,Ne3,Ne6,cxb5,Rxb5,-1
b4,Nf6,g3,b5,Bxa8,Rxa8,Qa3,Ne4,f3,Nd6,1
c4,c5,Nf3,Nf6,d4,cxd4,Nxd4,b6,Qc3,Bb7,1
d4,d5,c4,dxc4,Qc3,Qb5,b3,cxb3,Bd3,Qb6,-1
Nf3,c5,c4,Ng6,b3,b6,O-O,O-O,d4,cxd4,1
c4,c5,Ng3,Ng6,b3,b6,O-O,d5,cxd5,Bxd5,0
d4,c5,dxc5,Ne6,Nf3,Nxc5,Ne3,e6,O-O,Nf6,1
Nf3,Nf6,c4,Ng6,d4,c6,Bg5,d5,N1d2,O-O,-1
Nf3,d5,Ng3,Nf6,d4,c6,O-O,Ng6,c3,O-O,-1
b3,Nf6,Nf3,Ng6,c4,O-O,h4,c5,Ne3,d5,0
d4,d5,O-O,Ne6,c3,Nf6,f4,g5,f5,Nf4,1
Nf3,d5,d4,c6,Ne3,g5,c3,g4,Nh4,Qf6,-1
e4,c5,Ngf3,e6,c3,Ne7,d4,cxd4,cxd4,d5,1
e4,d6,c3,Ngf6,d4,Be6,Ne2,c5,O-O,Qc8,0
e4,e5,Nf3,Bc5,c3,Nc6,b4,Bb6,Bc4,f5,-1
e4,e5,Bc4,c6,d3,Bc5,f4,d6,fxe5,dxe5,0
e4,Nb6,d4,d5,e5,Qg4+,Nf3,e6,Bd2,f6,0
d4,Nf6,Qf4,d6,Nb3,Bc6,f3,e6,e4,Be7,-1
f4,f5,Qg3,Qg6,Qxg6,hxg6,Bd4,Nab6,b4,Nd6,-1
f4,f6,e4,e5,d3,exf4,Bd4,d5,O-O,dxe4,-1
Nb3,Nb6,f4,f5,g3,g6,e4,d6,d3,fxe4,1
f4,Nb6,g3,g6,d3,e5,Nb3,d6,Qd2,exf4,1
Ne3,d6,b4,Nf6,Bb2,a6,c4,Be6,f4,Nc6,1
Nf3,d6,Nc3,Nf6,d3,O-O,O-O,b5,e4,Bd7,-1
d4,g5,O-O-O,O-O-O,g4,Ng6,Nc3,e6,d5,d6,-1
g4,g5,d3,O-O-O,Ng3,d5,Bd2,e6,Na3,Be5,1
g4,g5,Qh3,Nc6,Nd3,Nd6,Nc3,b6,O-O-O,Rg6,0
g3,Nc6,b3,Nd6,Nd3,f5,Bxc6,dxc6,Qh3,g6,0
c4,c5,b3,b6,Bc3,f5,Ne3,e6,f4,Qf7,-1
e3,b6,b3,f5,Qd3,Nd6,f4,Qe8,Qe2,O-O,-1
d4,g6,g3,Ne6,d5,Nc5,Nf3,d6,Nd4,Qh3,-1
g3,Ne6,e4,g6,d3,h5,Ne3,c5,f4,d6,-1
d3,d5,Nf3,O-O,Nb3,Nd6,O-O,Nb6,Qe1,g6,0
d4,d5,g3,O-O,Nb3,Nb6,Bg2,Bf5,O-O,Nd6,1
d4,d5,e3,Nb6,Be2,e6,Nd3,Na6,Ba5,c5,0
Nc3,Nc6,Nb3,e5,O-O-O,a5,a4,g5,g4,Nb6,-1
g3,Nc6,f4,g6,Nc3,f5,Nd3,d6,a4,a5,1
g3,Nc6,f4,f5,Nc3,g6,d3,a5,Bf2,Nd6,-1
c4,b6,Ne3,e6,h4,d6,Rh3,Ng6,h5,Nf4,-1
b3,e5,e4,Nc6,d3,Ne6,Ne3,O-O,Bg4,Nf4,0
c4,b6,b4,c5,b5,f5,f4,e6,Nh3,Nf6,-1
f4,b6,e3,c5,b3,f5,Nf3,Qf7,c4,e6,-1
e4,e5,a3,f6,Ba2,Bxa2,Rxa2,Ng6,f3,Ne6,0
Ng3,f5,f4,c6,Nc3,Ng6,e3,Nh4,e4,fxe4,-1
e4,d5,exd5,Nf6,c4,e6,dxe6,fxe6,Nf3,Nb6,-1
d4,Nf6,e3,d5,Nb3,e6,Nf3,Bd6,Bd3,Nb6,-1
Nb3,Nb6,e4,e5,d4,exd4,f4,d5,exd5,Bf6,1
d4,f5,e3,Qxa2,Nb3,Qa6,Ra1,Qb6,Ng3,e6,1
c4,Ng6,d4,d5,cxd5,c6,Nf3,cxd5,O-O,Bg4,1
d4,Nf6,b3,d5,Ng3,c6,c4,dxc4,bxc4,O-O,0
e4,Nf6,e5,Nd5,c4,Nb4,a3,Nbc6,Nf3,d6,0
Nf3,d5,Nc3,Nf6,d4,Bf5,Bf4,e6,e3,Bd6,-1
c4,Nf6,d4,d5,Bb4,Ng6,Ne3,dxc4,Nxc4,Bb5,-1
d4,d5,Nf3,Ne6,Ng3,g6,c3,Bb5,a4,Ba6,-1
Ng3,b6,e3,Nd6,Qe2,g5,c3,Ng6,f3,a5,-1
Ng3,Ng6,e3,f5,c4,Nh4,b4,Qf7,Nd3,Qxc4,1
c4,Ng6,d4,b6,Ng3,Nf6,h4,c5,h5,Bf4,0
Ng3,c5,b3,d5,O-O,Ng6,Nf3,h5,h4,Qg4,1
g3,Ng6,b3,e5,f4,Nc6,c4,a6,fxe5,Ba7,1
c4,g6,g4,c5,Ng3,b6,Qh3,Qg7,Ne4,Ne6,-1
c4,Ng6,f4,c5,g3,b6,b3,f5,Nf2,e6,1
Ng3,c5,c4,g6,f4,Qh6,e3,Qxh2,Qf2,Qh4,1
Nf3,Nf6,c4,e6,e4,Ng6,d4,d5,cxd5,Ba4,1
e4,c5,Ng3,Nf6,Nf3,d5,e5,Ng4,e6,fxe6,1
d4,d5,Nf3,Nf6,c3,O-O,O-O,Ng6,Bd3,c6,0
Ng3,Nf6,c4,c6,Nf3,d5,cxd5,cxd5,d4,Qb6,0
e3,Ng6,Qh5,e6,Bd3,Bd6,Ng3,O-O,Na3,Nc6,-1
e3,e6,Qh5,Ng6,Ng3,Qh4,Qxh4,Nxh4,Nc3,b6,1
Nf3,Nf6,e3,e6,b4,b5,Bd3,Be7,O-O,O-O,1
Nf3,b5,e3,Nf6,Bd3,e5,Nxe5,Bxg2,Rg1,Bd5,0
Nc3,Nb6,f3,f5,Bf2,g5,O-O,Nc6,Nb3,d6,-1
Nb3,f5,Nc3,Nb6,d4,Bc4,g3,O-O,f4,c6,0
f3,Nb6,e4,O-O-O,b4,d5,Qg3,Nf6,e5,Nfd7,1
Nd3,e5,b3,f6,e4,b5,Qe3,d5,f3,Bd6,-1
b3,d5,e3,Nc6,f4,h5,Bd3,h4,Ba3,h3,-1
d4,b6,e3,e6,Nc3,Bb7,h4,Bd6,Rh3,a6,-1
d3,d6,c4,b5,Nf3,bxc4,dxc4,Nf6,O-O,O-O,-1
Nf3,d6,d3,Nf6,O-O,O-O,Nb3,c5,e4,e5,-1
e4,Nb6,d4,e6,c4,d5,exd5,exd5,c5,Nd7,1
e3,e6,Be2,d5,O-O-O,a5,Nb3,a4,Nd4,Bf6,-1
Nbc3,f5,f4,Nbc6,g4,fxg4,Qxg4,Ne6,Bd5,g6,1
Nbc3,g6,g4,Nbc6,f4,f5,Ne3,fxg4,Qxg4,Bf7,0
e4,e5,c3,Nf6,d4,d6,Nf3,O-O,O-O,Nb6,0
d4,d6,Nf3,e5,dxe5,dxe5,c3,e4,Ng5,Nf6,1
e4,g6,Nb3,f5,exf5,gxf5,f3,Bg7,O-O-O,b6,-1
f3,d5,g3,e5,Nb3,b6,d4,e4,O-O-O,Ncd6,-1
d4,Ng6,c4,O-O,Qe3,c5,dxc5,Ne6,Ng3,Bf4,-1
Ng3,d5,O-O,c5,f4,Bc6,c4,d4,e3,h5,-1
e4,f5,f3,fxe4,Qxa7,Nc6,Qa4,exf3,Nxf3,e6,0
O-O-O,e5,b3,Nc6,Nf3,e4,Nd4,Nxd4,Bxd4,c5,0
e4,f6,d4,e5,d5,f5,f3,Be7,Be2,Nd6,1
e4,e5,Nd3,f6,f4,exf4,Nxf4,Bd6,Bg3,Nc6,1
d4,Ng6,e4,e5,dxe5,O-O,f4,d6,exd6,cxd6,-1
e4,d6,d3,c5,Ne3,Nc6,O-O,Ng6,a4,O-O,-1
e4,Nc6,f3,Ng6,d4,d5,exd5,Rxd5,Nc3,Rd8,1
e4,Nc6,Nc3,e5,Bc4,Bc5,d3,d6,Nd5,Ng6,1
e4,e5,f3,Ng6,Ng3,f6,Nc3,Nh4,Bf2,Bf7,1
Ng3,g6,e4,c6,f3,Bg7,a4,h5,Ra3,Be5,1
f4,f5,c4,Bxc4,Qxf5,Nd6,Qc2,a5,Bc5,Ra6,-1
e4,e5,Nd3,c6,f3,d5,exd5,cxd5,Bf2,f5,-1
e4,e6,f3,d5,exd5,exd5,Bg3,d4,Bc4,Nc6,1
e4,e6,d4,d5,exd5,exd5,Nc3,f6,Bd2,Nc6,-1
f3,f5,Qh4,Qg6,Bd4,Bd5,c3,b6,b4,O-O,1
f3,f5,Qh4,Qg6,Bd4,Re8,c3,e5,Bf2,Nd6,-1
c4,c5,f4,f5,Qe3,Qe6,Qxe6,dxe6,Nb3,Nd7,0
f4,c5,c4,f5,Qe3,d6,d3,Qf7,Qh3,e6,1
d4,d5,Ngf3,Ngf6,Ne5,Nd6,Bf4,Nfe8,h4,f6,-1
d4,d5,h3,Ngf6,Bf4,h6,Nd3,g5,Bh2,Nd6,1
c4,d6,d3,g6,Nfe3,Nfe6,g4,Be5,h4,Bd7,0
d3,d5,g4,d4,e3,g6,exd4,Bxd4,Be3,Nfe6,0
f4,b6,Nc3,f5,e3,Bb7,Be2,Nc6,Nd3,g5,-1
Nc3,e5,f4,exf4,Qxa7,b6,Qa4,Ne6,e4,fxe3,1
e4,e5,Bc4,c6,a4,b5,axb5,d5,Bd3,d4,0
e4,e5,Nbc3,Bc5,Na4,Be7,b3,Nbc6,Nac3,O-O,1
b4,Nf6,Ne3,e6,c4,Be7,d3,O-O-O,Bc3,d5,1
b4,Nf6,e4,d6,d3,Ng6,Qc3,Bd7,h4,e5,1
e4,e6,d4,d5,c4,a5,Nb3,Nd6,Nxa5,b6,-1
e4,f5,e5,Bh5+,f3,Nb6,a4,Qf7,Ba2,e6,1
f4,g6,Nd3,b6,Be3,f5,Ne5,Nf6,c4,d6,-1
b3,f5,g3,Bf7,f4,Nc6,c4,g6,Nc3,O-O-O,1
Nb3,d6,e3,Nb6,f4,e6,g4,g5,fxg5,Bxg5,0
g3,Nb6,d4,d5,e4,dxe4,Qxe4,e6,Nb3,g5,-1
e3,e6,c4,c5,d3,d6,g4,Bc6,Ng3,f5,1
c4,c5,e4,f5,exf5,Qxf5+,Bc2,Qf4,Nh3,Qh6,1
e4,e5,b3,f5,exf5,Qf7,Bg4,O-O,Bxe5,d6,1
f4,f5,Qf2,b6,e4,fxe4,Qg3,Qf7,b3,O-O,-1
e4,e5,Nc3,Nc6,Nd3,f5,f4,Bc4,exf5,O-O,0
e4,e5,Nc3,Nc6,f3,f6,Be3,Be6,O-O,Nd6,0
c4,c5,Be4,Nhg6,d3,e6,g4,O-O-O,b4,d6,-1
c4,c5,Be4,f6,Nhg3,Bc7,O-O-O,Bg6,d3,Ne6,1
d4,d5,Nc3,Nf6,Nf3,Nc6,Bg5,Bf5,e3,h6,1
d4,Nf6,e4,e5,dxe5,Qxe5,Nc3,d5,Nf3,Bg4,1
e4,e5,Nbc3,f6,Ne3,Nbc6,O-O-O,Nd4,f3,g6,1
e4,e5,Nbc3,Nbc6,g3,Ne6,Nd5,O-O-O,c3,Kb8,-1
g4,d5,d4,e6,Qh3,h6,Nf3,Nc6,e3,Nf6,-1
d4,g5,f4,Qh6,g3,g4,h3,d5,e3,Qe6,1
g3,g6,Ned3,f5,f4,Ncd6,Bg2,Bg7,Bc5,c6,-1
f4,g6,g3,f5,Ncd3,Bg7,e4,fxe4,Qxe4,Ned6,0
e3,e6,c4,b6,Qe2,c5,Nc3,f5,f4,d6,-1
e3,c5,b3,b6,f4,e6,Bf3,Bxf3,Nxf3,Bf6,-1
d4,Nf6,c4,d6,Nb3,e6,Bc2,d5,cxd5,Nxd5,0
d3,e5,e4,Nge7,Bc3,d6,f4,exf4,Nh3,Nb6,-1
d3,e6,e4,d6,Ne3,g6,f4,Nd7,g4,Nc5,1
e3,c5,Bf3,d6,d3,Nf6,a4,e6,a5,Bb5,0
c4,f5,f4,c5,Nb3,Bd6,Bd3,g6,Nc3,Nb6,-1
f4,f5,Nb3,Nb6,c3,c6,g3,Bc7,e4,Bc4,0
g4,g5,d3,a5,Nf3,Ne6,Ne3,Bf6,Nd5,d6,-1
d4,b5,Nf3,Ne6,Be3,Bb7,O-O-O,f5,d5,Bxd5,-1
e4,e5,f3,Ng6,d4,b6,Nd3,f6,O-O-O,Bf7,1
Ng3,e5,e4,f6,b3,Ng6,f3,Nce7,a4,O-O-O,1
d3,f5,Bc3,O-O,g4,f4,Nd2,d6,e3,Nbc6,0
f4,d6,Ne3,Bc6,Bg3,Ne6,f5,Nc5,Nc3,g5,-1
c4,c5,Nf3,b6,Ng3,d5,cxd5,Qxd5,b3,Bg4,-1
c4,c5,d4,cxd4,Rxd4,b6,Ng3,Be5,Rd1,Ba6,1
b4,c5,Ng3,cxb4,Qxb4,e6,Qb5,Ng6,e4,a6,-1
Ng3,e6,b4,Ng6,e3,c5,b5,b6,c4,f5,0
c4,d5,cxd5,Qxd5,Nf3,c5,Ne3,Qh5,h3,Bc7,1
d4,d5,c3,c6,Bd3,Ng6,Nf3,O-O,h4,Nf4,-1
d4,g5,Nb3,d5,g4,Bb5,Ng3,Ne6,e3,Bf6,0
Ne3,d5,d4,g5,g3,e6,Ba5,Nd6,Qe1,f5,-1
g4,d5,b3,Qd7,Nd3,O-O,Qa3,a6,Nc3,b6,-1
O-O,g6,Nf3,O-O,d3,b6,Nc3,Bxf3,exf3,c5,-1
Ng3,Nf6,Nf3,O-O,d4,b5,a4,c6,axb5,cxb5,0
c3,Ng6,Nf3,d5,Bc2,c6,d4,Bc7,O-O,Nf6,-1
e4,Nc6,Nf3,e5,Bc4,Bc5,d3,d6,Nc3,Bg4,-1
d4,e5,dxe5,Nc6,Bg5+,Be7,Bxe7+,Ngxe7,Nf3,Ng6,1
Nbc3,e5,e4,Ne6,Ne3,b6,b3,Nc6,Bb2,Bb7,1
Nbc3,e5,e4,Ne6,Ne3,c6,Nf5,g6,Ne3,Be7,0
d3,g6,g4,f5,gxf5,Rxf5,Na3,Nc6,c3,Bg7,-1
Nc3,Nc6,g4,g6,b3,d6,Bb2,Nb4,a3,Na6,1
d4,c5,dxc5,Qxc5,Nb3,Qh5,c4,f5,Ne3,Nc7,1
d4,c5,Ne3,f6,d5,e6,f4,b5,b3,Bh5,1
d4,f5,e3,e6,Nf3,Nf6,Ba5,Bd6,c4,b6,-1
e4,d5,e5,d4,f4,Ng6,Bg3,e6,Bd3,Nh6,0
Nc3,e5,e3,Bd6,Bd3,b6,f3,O-O,O-O,Ne6,0
e4,e5,b4,b5,Qe3,f6,Nc3,a6,Be2,Nb6,-1
Ng3,Nc6,e3,e6,d4,Bd6,Be2,O-O,O-O,b6,0
Nc3,Ng6,d4,e6,e4,a6,Be2,b5,Ng3,Bd6,1
Nf3,d5,d4,Nf6,c4,dxc4,e4,Be6,Ne3,c6,0
c4,c5,Nf3,b6,d4,cxd4,Be4,Nc6,Nxd4,Bb7,1
c4,g6,O-O,c5,Nc3,Ne6,g3,Nd6,d3,h5,-1
c4,Ne6,f4,g6,d3,c6,Bc3,f6,e3,g5,1
Ngf3,d5,d4,Nd6,Nd3,Nf6,Nfe5,Bf5,f3,h5,-1
Ngf3,b6,b4,f6,d4,Nd6,Nd2,e6,f3,f5,0
Ng3,c5,c4,Ne6,f3,Bxg3+,hxg3,Qb8,f4,f6,1
c4,Ne6,Ne3,f6,f4,b6,f5,Nd4,Rf4,c5,1
Nb3,Nb6,Na5,Kc8,d4,g6,Nf3,d5,Bb4,Na4,0
Nf3,Nb6,d4,Nf6,Nd3,d6,Bd2,Ne4,O-O,f5,0
Nb3,d5,d3,Nf6,e3,O-O,Nf3,b6,Ne5,c5,-1
c4,d6,d4,Nf6,Nf3,e6,O-O,Ne4,b4,b5,-1
f4,f5,c4,Bf7,Nf3,O-O,d3,Nf6,Nc3,c6,1
f4,f5,Bf2,Nf6,c4,Nc6,Nd3,Ng4,Ba4,Nxf2,-1
Nc3,d5,e3,e6,f3,c5,Bg3,Nd6,b3,Nc6,0
e4,e5,Nb3,Nc6,d4,Nxd4,Nxd4,exd4,Rxd4,Bc5,1
e3,b5,b4,Nf6,f3,e6,Bxf6,gxf6,Ne2,c5,0
e4,Nf6,e5,Nd5,c4,Nf4,Ne2,Ng6,d4,c5,1
d4,Nf6,Nf3,Ng6,Ng3,d6,c3,e5,dxe5,Nxe5,0
e4,e5,Nf3,Ng6,d4,exd4,Nxd4,d6,Ng3,Bf6,1
d4,d5,Nc3,e5,dxe5,d4,Ne4,Qxe5,f3,f5,0
d4,e5,d5,d6,e4,Nb6,Be2,Na6,O-O,Be7,0
d4,d5,g3,g6,Ne3,Bg7,Bxd5,c6,Bg2,Rxd4,0
d4,d5,Ne3,g6,g3,Bc6,c4,dxc4,Bxc6,bxc6,-1
b4,b5,Nb3,Ng6,Ne3,Nd6,Nc5,f6,f3,Bc6,-1
c4,b6,d4,d5,c5,c6,b4,Bb7,Ng3,e5,1
b4,e6,e4,b5,Ng3,Nc6,Ne3,Bd6,a4,Nxb4,-1
b3,b6,Bb2,Bb7,f3,Ng6,e4,f6,Bc4,e6,1
e4,e5,b4,b6,Ng3,Bb7,Nf3,Ng6,Be2,Be7,-1
f4,e6,e4,b6,Ng3,Bb7,N1e2,f5,Nc3,fxe4,0
b3,Nc6,g3,O-O-O,c4,Kb8,Ne3,e5,Bg2,g6,-1
O-O-O,g5,d4,b6,Ne3,Ne6,d5,Nc5,g3,a5,1
b3,c5,d4,cxd4,Qxd4,b5,Nf3,d6,Qd3,Bd7,-1
d4,b6,c4,Ba6,b3,d5,cxd5,Qxd5,Nf3,Nc6,0
f4,f5,b3,Nc6,e4,fxe4,Bd4,Nxd4,Qxd4,Bf7,-1
f4,f6,e4,e5,Be3,Bf7,Nc3,Nc6,O-O,Nb6,1
g3,f5,b4,e5,f4,e4,Bg2,Nf6,Bd4,Qh5,-1
Nf3,g6,d3,b6,Qd2,Bb7,O-O,Bg7,b4,Bh6,1
g3,g6,Nb3,c6,c4,Ne6,d3,f5,Bg2,g5,-1
O-O,g6,f3,d5,e4,dxe4,fxe4,Nd6,d3,Nc6,0
c4,b5,cxb5,Rxb5,Ng3,f6,b3,Ng6,e4,Nf4,0
b4,Ng6,e4,b6,d3,e6,Ng3,Bb7,c4,Bg5,1
e4,c5,f4,d6,d3,e6,Ng3,Ng6,Bd2,Nf6,0
e3,c5,c4,Nf6,f4,d6,g4,Bd7,g5,Ng8,1
g4,g5,Qh3,h6,b4,Bxa1,Rxa1,Ncd6,Nb3,b6,-1
g4,g6,Qh3,h6,Ncd3,b6,Bxa8,Rxa8,O-O-O,Ncd6,0
b4,e5,c4,b6,Qa3,Be7,Bxe5,Nc6,Bb2,Bxb4,0
O-O,c5,b3,b6,e4,Ng6,Nc3,Nc6,d3,Bb7,1
c4,c5,f4,g5,Bxh7,Rg7,Bc2,gxf4,Bf2,e6,1
c4,Ng6,f4,c6,e3,e6,Bc2,d5,d4,Bc7,-1
Nb3,f5,g3,e5,Nc5,c6,e4,Ne6,Nxe6+,Bxe6,-1
f4,g6,e4,e5,fxe5,Bxe5,Nb3,f6,g3,Nb6,1
c4,c5,f4,Nf6,Bh4,Nb6,Bxf6,exf6,Be4,d5,-1
c4,f5,d4,c5,dxc5,Rxc5,Nb3,Rc8,Nf3,e6,1
c4,c5,Bxh7,Bxh2,Bxg8,Kxg8,b3,d5,cxd5,b6,0
c4,Ng6,Ng3,c5,b3,b6,d4,Nf6,O-O,Bf4,1
e4,e5,Nf3,Nb6,b4,d6,Nb3,Be7,d4,Bg4,0
e4,e5,Nf3,Nb6,d4,exd4,Nxd4,g6,Bg5+,Be7,1
d4,d5,c3,Bd7,Nd3,c6,Nc5,Bc7,Bc2,Nd6,-1
c4,c6,d4,d5,c5,e5,dxe5,Bxe5,Nd2,Ne6,0
Ng3,e5,b3,d6,d4,exd4,Qxd4,b5,e4,Bg5,-1
c4,e5,b4,d6,d4,Ng6,Bc3,Bf6,dxe5,Bxe5,1
g3,e6,e4,Nb6,f4,Be7,Qf3,d5,e5,Nh6,-1
e4,g6,f4,Qd4,g3,Qa4,Ne2,Qxa2,Nb3,Qa6,1
d4,c5,Ne3,f6,Nf5,Kf7,dxc5,d5,c4,Bd7,1
d4,c5,Ne3,e6,dxc5,Qxc5,c4,Nc6,Bc3,Qh5,0
g3,d5,d4,g5,c3,c6,e4,dxe4,Bxe4,Nbd7,0
d4,g6,d5,Be5,Na3,d6,c3,Nfd7,Bg5,Bf6,1
g3,d5,c4,Bc6,cxd5,Bxd5,Bxd5,Qxd5,Qb3,Nb6,1
g3,d5,d4,Nb6,Na3,g6,c4,Bc6,c5,N6d7,1
e4,e5,f3,Bc5+,Bf2,Bxf2+,Nxf2,f6,a4,Bf7,0
d4,f5,c4,e6,e3,Bh5,Nbc3,Nbc6,Ne2,Bb4,1
e4,d6,d4,Nf6,c4,Bd7,Nf3,c5,dxc5,e5,-1
e4,d6,d4,Nf6,c3,g6,Bd3,Bg7,Ne2,c5,1
Ne3,Nf6,d4,d5,Nf3,c6,c4,dxc4,Nxc4,Ng6,-1
e4,c6,d4,Bc7,Ne3,Bxh2,Nf3,Bf4,Nf5,Ne6,1
e4,e5,Nf3,Nf6,b3,Bd6,d4,Ng6,dxe5,Nxe5,0
Nf3,Nf6,e4,e5,d4,exd4,e5,Nd5,Nxd4,Ng6,1
Ng3,c5,b4,f6,bxc5,Rxc5,f4,Rc8,c3,Bc7,0
c4,Ng6,Ne3,Ne6,g3,b5,f3,bxc4,Nxc4,c5,1
a4,e5,a5,a6,e4,Nc6,Ng3,Bb4,Na3,Nxa5,-1
e4,e6,f4,a5,Nc3,a4,a3,Ng6,Qf3,c6,0
b4,b6,c4,c5,b5,Nde6,f3,Ng6,Qf2,f6,0
b4,b6,c4,c5,b5,Ng6,Nfe3,Ne6,Nd5,Ngf4,0
Nd3,d5,e3,O-O,O-O,Na6,Nc3,c5,f4,e6,-1
c4,O-O,d4,g6,g4,c6,Na3,d5,Nb3,Nb6,0
Nf3,b5,e3,Bxf3,gxf3,Qb7,Be2,Nf6,b4,Ne6,-1
d3,g6,b4,Nf6,Nf3,b5,e4,Bg7,Be2,O-O,1
Ng3,f6,f4,Be6,Nc3,O-O,e4,c6,a3,Na6,-1
e4,e5,Bg4,Ng6,O-O-O,Bg5,Nc3,f6,Kb1,Nc6,0
a4,e5,a5,a6,e4,f6,f3,d5,exd5,Bxd5,-1
e4,e5,f3,a5,d4,a4,dxe5,Ng6,a3,Nxe5,1
f4,Nf6,Nf3,c5,O-O,O-O,e3,d6,b4,cxb4,-1
c4,Nf6,d4,O-O,Nf3,Nd6,c5,Nde4,Nd3,b6,-1
d4,d5,Ne3,Ne6,c3,c6,O-O,O-O,Nd3,b6,-1
b4,Nd6,a3,b6,Ne3,Ne6,Nd3,c5,Ba2,Rc8,1
f4,c5,Ng3,f5,c4,d5,cxd5,Bxd5,Qc3,g6,0
Ng3,f5,d4,g6,f3,c6,Bf2,Nb6,O-O,Qc7,-1
e4,e5,Nf3,Nb6,d3,d6,Bd2,Nf6,Nb3,Bg4,1
e4,e5,Nf3,Nb6,d4,exd4,Nxd4,d5,Bf4,Bd7,1
d4,d5,h4,e5,dxe5,Qxe5,h5,Bg4,h6,gxh6,0
d4,d5,e4,dxe4,Qxe4,e5,Re1,Qe6,dxe5,Qxa2,1
b4,Ng6,O-O,c5,bxc5,Rxc5,Nd3,Rc4,e3,Qa5,-1
c4,O-O,c5,b6,Bd3,c6,Nf3,bxc5,Qc2,Ng6,-1
g4,g6,f4,f5,gxf5,gxf5,Ne3,Na6,c3,Ne6,0
f4,f5,Ndc3,Ne6,O-O-O,c5,e4,g6,g3,Nc6,1
Nf3,Nf6,c4,e6,e3,b6,Be2,Bd6,Nc3,a6,-1
